,Occupancy,P_use_WB,P_loss_WB,T_set_WB,T_ref_WB,Water_use
2024-07-29 00:00:00,2.0,0.0,0.076,60.0,60.0,0.0
2024-07-29 00:01:00,2.0,0.0,0.0759891065456283,60.0,59.994553272814144,0.0
2024-07-29 00:02:00,2.0,0.0,0.07597821465266906,60.0,59.989107326334526,0.0
2024-07-29 00:03:00,2.0,0.0,0.07596732432089849,60.0,59.98366216044924,0.0
2024-07-29 00:04:00,2.0,0.0,0.07595643555009282,60.0,59.97821777504641,0.0
2024-07-29 00:05:00,2.0,0.0,0.07594554834002831,60.0,59.972774170014155,0.0
2024-07-29 00:06:00,2.0,0.0,0.07593466269048124,60.0,59.96733134524062,0.0
2024-07-29 00:07:00,2.0,0.0,0.07592377860122795,60.0,59.961889300613976,0.0
2024-07-29 00:08:00,2.0,0.0,0.0759128960720448,60.0,59.956448036022394,0.0
2024-07-29 00:09:00,2.0,0.0,0.07590201510270814,60.0,59.95100755135407,0.0
2024-07-29 00:10:00,2.0,0.0,0.07589113569299441,60.0,59.945567846497205,0.0
2024-07-29 00:11:00,2.0,0.0,0.07588025784268009,60.0,59.94012892134004,0.0
2024-07-29 00:12:00,2.0,0.0,0.07586938155154162,60.0,59.93469077577081,0.0
2024-07-29 00:13:00,2.0,0.0,0.07585850681935555,60.0,59.92925340967777,0.0
2024-07-29 00:14:00,2.0,0.0,0.0758476336458984,60.0,59.9238168229492,0.0
2024-07-29 00:15:00,2.0,0.0,0.07583676203094676,60.0,59.91838101547338,0.0
2024-07-29 00:16:00,2.0,0.0,0.07582589197427726,60.0,59.91294598713863,0.0
2024-07-29 00:17:00,2.0,0.0,0.07581502347566652,60.0,59.907511737833254,0.0
2024-07-29 00:18:00,2.0,0.0,0.07580415653489121,60.0,59.9020782674456,0.0
2024-07-29 00:19:00,2.0,0.0,0.07579329115172806,60.0,59.89664557586403,0.0
2024-07-29 00:20:00,2.0,0.0,0.0757824273259538,60.0,59.8912136629769,0.0
2024-07-29 00:21:00,2.0,0.0,0.07577156505734521,60.0,59.88578252867261,0.0
2024-07-29 00:22:00,2.0,0.0,0.0757607043456791,60.0,59.880352172839544,0.0
2024-07-29 00:23:00,2.0,0.0,0.07574984519073226,60.0,59.87492259536613,0.0
2024-07-29 00:24:00,2.0,0.0,0.0757389875922816,60.0,59.8694937961408,0.0
2024-07-29 00:25:00,2.0,0.0,0.07572813155010402,60.0,59.86406577505201,0.0
2024-07-29 00:26:00,2.0,0.0,0.07571727706397643,60.0,59.85863853198822,0.0
2024-07-29 00:27:00,2.0,0.0,0.07570642413367583,60.0,59.85321206683791,0.0
2024-07-29 00:28:00,2.0,0.0,0.07569557275897917,60.0,59.847786379489584,0.0
2024-07-29 00:29:00,2.0,0.0,0.07568472293966351,60.0,59.84236146983175,0.0
2024-07-29 00:30:00,2.0,0.0,0.07567387467550589,60.0,59.83693733775294,0.0
2024-07-29 00:31:00,2.0,0.0,0.07566302796628341,60.0,59.831513983141704,0.0
2024-07-29 00:32:00,2.0,0.0,0.07565218281177319,60.0,59.826091405886594,0.0
2024-07-29 00:33:00,2.0,0.0,0.07564133921175238,60.0,59.82066960587619,0.0
2024-07-29 00:34:00,2.0,0.0,0.07563049716599819,60.0,59.8152485829991,0.0
2024-07-29 00:35:00,2.0,0.0,0.07561965667428783,60.0,59.80982833714391,0.0
2024-07-29 00:36:00,2.0,0.0,0.07560881773639853,60.0,59.80440886819927,0.0
2024-07-29 00:37:00,2.0,0.0,0.0755979803521076,60.0,59.7989901760538,0.0
2024-07-29 00:38:00,2.0,0.0,0.07558714452119235,60.0,59.79357226059617,0.0
2024-07-29 00:39:00,2.0,0.0,0.07557631024343012,60.0,59.78815512171506,0.0
2024-07-29 00:40:00,2.0,0.0,0.07556547751859828,60.0,59.78273875929914,0.0
2024-07-29 00:41:00,2.0,0.0,0.07555464634647426,60.0,59.77732317323713,0.0
2024-07-29 00:42:00,2.0,0.0,0.0755438167268355,60.0,59.771908363417744,0.0
2024-07-29 00:43:00,2.0,0.0,0.07553298865945945,60.0,59.766494329729724,0.0
2024-07-29 00:44:00,2.0,0.0,0.07552216214412365,60.0,59.76108107206182,0.0
2024-07-29 00:45:00,2.0,0.0,0.07551133718060561,60.0,59.755668590302804,0.0
2024-07-29 00:46:00,2.0,0.0,0.07550051376868293,60.0,59.75025688434146,0.0
