,BaseLoad
2024-01-08 07:00:00,0.047
2024-01-08 07:15:00,0.123
2024-01-08 07:30:00,0.237
2024-01-08 07:45:00,0.18833333333333335
2024-01-08 08:00:00,0.17099999999999999
2024-01-08 08:15:00,0.047
2024-01-08 08:30:00,0.047
2024-01-08 08:45:00,0.07233333333333333
2024-01-08 09:00:00,0.237
2024-01-08 09:15:00,0.177
2024-01-08 09:30:00,0.202
2024-01-08 09:45:00,0.078
2024-01-08 10:00:00,0.047
2024-01-08 10:15:00,0.047
2024-01-08 10:30:00,0.21166666666666664
2024-01-08 10:45:00,0.18633333333333332
2024-01-08 11:00:00,0.18133333333333335
2024-01-08 11:15:00,0.14
2024-01-08 11:30:00,0.047
2024-01-08 11:45:00,0.047
2024-01-08 12:00:00,0.161
2024-01-08 12:15:00,0.237
2024-01-08 12:30:00,0.11933333333333333
2024-01-08 12:45:00,0.202
2024-01-08 13:00:00,0.047
2024-01-08 13:15:00,0.047
2024-01-08 13:30:00,0.11033333333333334
2024-01-08 13:45:00,0.237
2024-01-08 14:00:00,0.108
2024-01-08 14:15:00,0.202
2024-01-08 14:30:00,0.109
2024-01-08 14:45:00,0.047
2024-01-08 15:00:00,0.059666666666666666
2024-01-08 15:15:00,0.237
2024-01-08 15:30:00,0.14833333333333334
2024-01-08 15:45:00,0.15033333333333332
2024-01-08 16:00:00,0.17099999999999999
2024-01-08 16:15:00,0.047
2024-01-08 16:30:00,0.047
2024-01-08 16:45:00,0.19899999999999998
2024-01-08 17:00:00,0.19899999999999998
2024-01-08 17:15:00,0.08833333333333335
2024-01-08 17:30:00,0.202
2024-01-08 17:45:00,0.078
2024-01-08 18:00:00,0.047
2024-01-08 18:15:00,0.14833333333333334
2024-01-08 18:30:00,0.237
2024-01-08 18:45:00,0.059666666666666666
2024-01-08 19:00:00,0.18133333333333335
2024-01-08 19:15:00,0.14
2024-01-08 19:30:00,0.047
2024-01-08 19:45:00,0.09766666666666665
2024-01-08 20:00:00,0.237
2024-01-08 20:15:00,0.11033333333333334
2024-01-08 20:30:00,0.11933333333333333
2024-01-08 20:45:00,0.202
2024-01-08 21:00:00,0.047
2024-01-08 21:15:00,0.047
2024-01-08 21:30:00,0.237
2024-01-08 21:45:00,0.161
2024-01-08 22:00:00,0.05733333333333333
2024-01-08 22:15:00,0.202
2024-01-08 22:30:00,0.109
2024-01-08 22:45:00,0.047
2024-01-08 23:00:00,0.18633333333333332
2024-01-08 23:15:00,0.21166666666666664
2024-01-08 23:30:00,0.047
2024-01-08 23:45:00,0.15033333333333332
2024-01-09 00:00:00,0.17099999999999999
2024-01-09 00:15:00,0.047
2024-01-09 00:30:00,0.13566666666666669
2024-01-09 00:45:00,0.237
2024-01-09 01:00:00,0.07233333333333333
2024-01-09 01:15:00,0.08833333333333335
2024-01-09 01:30:00,0.202
2024-01-09 01:45:00,0.078
2024-01-09 02:00:00,0.08499999999999999
2024-01-09 02:15:00,0.237
2024-01-09 02:30:00,0.123
2024-01-09 02:45:00,0.047
2024-01-09 03:00:00,0.18133333333333335
2024-01-09 03:15:00,0.14
2024-01-09 03:30:00,0.047
2024-01-09 03:45:00,0.22433333333333333
2024-01-09 04:00:00,0.17366666666666666
2024-01-09 04:15:00,0.047
2024-01-09 04:30:00,0.11933333333333333
2024-01-09 04:45:00,0.202
2024-01-09 05:00:00,0.047
2024-01-09 05:15:00,0.17366666666666666
2024-01-09 05:30:00,0.22433333333333333
2024-01-09 05:45:00,0.047
2024-01-09 06:00:00,0.05733333333333333
2024-01-09 06:15:00,0.202
2024-01-09 06:30:00,0.109
2024-01-09 06:45:00,0.123
2024-01-09 07:00:00,0.237
2024-01-09 07:15:00,0.08499999999999999
2024-01-09 07:30:00,0.047
2024-01-09 07:45:00,0.15033333333333332
2024-01-09 08:00:00,0.17099999999999999
2024-01-09 08:15:00,0.07233333333333333
2024-01-09 08:30:00,0.237
2024-01-09 08:45:00,0.13566666666666669
2024-01-09 09:00:00,0.047
2024-01-09 09:15:00,0.08833333333333335
2024-01-09 09:30:00,0.202
2024-01-09 09:45:00,0.078
2024-01-09 10:00:00,0.21166666666666664
2024-01-09 10:15:00,0.18633333333333332
2024-01-09 10:30:00,0.047
2024-01-09 10:45:00,0.047
2024-01-09 11:00:00,0.18133333333333335
2024-01-09 11:15:00,0.14
2024-01-09 11:30:00,0.161
2024-01-09 11:45:00,0.237
2024-01-09 12:00:00,0.047
2024-01-09 12:15:00,0.047
2024-01-09 12:30:00,0.11933333333333333
2024-01-09 12:45:00,0.202
2024-01-09 13:00:00,0.11033333333333334
2024-01-09 13:15:00,0.237
2024-01-09 13:30:00,0.09766666666666665
2024-01-09 13:45:00,0.047
2024-01-09 14:00:00,0.05733333333333333
2024-01-09 14:15:00,0.202
2024-01-09 14:30:00,0.12166666666666667
2024-01-09 14:45:00,0.237
2024-01-09 15:00:00,0.14833333333333334
2024-01-09 15:15:00,0.047
2024-01-09 15:30:00,0.047
2024-01-09 15:45:00,0.15033333333333332
2024-01-09 16:00:00,0.17099999999999999
2024-01-09 16:15:00,0.19899999999999998
2024-01-09 16:30:00,0.19899999999999998
2024-01-09 16:45:00,0.047
2024-01-09 17:00:00,0.047
2024-01-09 17:15:00,0.08833333333333335
2024-01-09 17:30:00,0.202
2024-01-09 17:45:00,0.17933333333333332
2024-01-09 18:00:00,0.237
2024-01-09 18:15:00,0.059666666666666666
2024-01-09 18:30:00,0.047
2024-01-09 18:45:00,0.047
2024-01-09 19:00:00,0.18133333333333335
2024-01-09 19:15:00,0.19066666666666665
2024-01-09 19:30:00,0.237
2024-01-09 19:45:00,0.11033333333333334
2024-01-09 20:00:00,0.047
2024-01-09 20:15:00,0.047
2024-01-09 20:30:00,0.11933333333333333
2024-01-09 20:45:00,0.202
2024-01-09 21:00:00,0.237
2024-01-09 21:15:00,0.161
2024-01-09 21:30:00,0.047
2024-01-09 21:45:00,0.047
2024-01-09 22:00:00,0.05733333333333333
2024-01-09 22:15:00,0.202
2024-01-09 22:30:00,0.24833333333333335
2024-01-09 22:45:00,0.21166666666666664
2024-01-09 23:00:00,0.047
2024-01-09 23:15:00,0.047
2024-01-09 23:30:00,0.047
2024-01-09 23:45:00,0.15033333333333332
2024-01-10 00:00:00,0.25966666666666666
2024-01-10 00:15:00,0.237
2024-01-10 00:30:00,0.07233333333333333
2024-01-10 00:45:00,0.047
2024-01-10 01:00:00,0.047
2024-01-10 01:15:00,0.08833333333333335
2024-01-10 01:30:00,0.24000000000000002
2024-01-10 01:45:00,0.26799999999999996
2024-01-10 02:00:00,0.123
2024-01-10 02:15:00,0.047
2024-01-10 02:30:00,0.047
2024-01-10 02:45:00,0.047
2024-01-10 03:00:00,0.18133333333333335
2024-01-10 03:15:00,0.3173333333333333
2024-01-10 03:30:00,0.17366666666666666
2024-01-10 03:45:00,0.047
2024-01-10 04:00:00,0.047
